CiscoPN,Description,DeviceType,Fixed-Modular,Rackmount,Powers,P2,Fans,F2,Accessories,A2,A3,A4,A5,A6,Blank,B2,B3,Console,DIMS,Weight,ID,Other,images
C1111-8PLTEEAWB,ISR 1100 8P Dual GE WAN w/ LTE Adv SMS/GPS 802.11ac -B WiFi,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,LTE-ANTM-D,,,,,,,,,RJ45,12.70 x 9.60 x 1.75,4.5,123,,
C1111-8PLTEEA-WS,ISR1100 8PDulGESFPRutrw/LTEAdvSMS/GPSEMEA&NA,,Fixed,,,,,,,,,,,,,,,,,,124,,
C1111-8PLTELA,ISR 1100 8P Dual GE Router w/ LTE Adv SMS/GPS LATAM & APAC,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,LTE-ANTM-D,,,,,,,,,RJ45,12.70 x 9.60 x 1.75,4.5,125,,
C1111-8P-SEC,SEC license for a C1111-8P,,,,,,,,,,,,,,,,,,,,126,,
C1111-8PWB,ISR 1100 8 Ports Dual GE Ethernet Router w/ 802.11ac -B WiFi,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75,4.37,127,,
C1111-8PWB-WS,ISR1100 8PrtsDulGEEthrnt Routrw/802.11ac -B WiFi,,,,,,,,,,,,,,,,,,,,128,,
C1111-8PWE,ISR 1100 8 Ports Dual GE Ethernet Router w/ 802.11ac -E WiFi,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75,4.37,129,,
C1111-8P-WS,ISR 1100 8 Ports Dual GE WAN Ethernet Router,,,,,,,,,,,,,,,,,,,,130,,
C1111X-8P,ISR 1100 8 Ports Dual GE WAN Ethernet Router w 8G Memory,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75,4.37,131,,
C1116-4P,ISR 1100 4 Ports DSL Annex B/J and GE WAN Router,Router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75,4.37,132,,
C1117-4P-WS,ISR1100 4PrtsDSLAnnex A/M and GE WAN Router,router,Fixed,ACS-1100-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.70 x 9.03 x 1.75,4.37,133,,
C2960S-STACK,Catalyst 2960S FlexStack Stack,Accessory,,,,,,,,,,,,,,,,,,,134,,
C2960X-FIBER-STK,Catalyst 2960-X FlexStack-Extended Fiber,Accessory,,,,,,,,,,,,,,,,,,,135,,
C2960X-STACK,CATALYST 2960-X FLEXSTACK PLUS,Accessory,,,,,,,,,,,,,,,,,,,136,,
C2960X-STACK-WS,Catalyst 2960-X FlexStack PlusStackingMod opt,Accessory,,,,,,,,,,,,,,,,,,,137,,
C3650-STACK,CISCO CATALYST 3650 STACK,Accessory,,,,,,,,,,,,,,,,,,,138,,
C3650-STACK-KIT,CISCO CATALYST 3650 STACK MODULE,Accessory,,,,,,,,,,,,,,,,,,,139,,
C3650-STACK-KIT-WS,Catalyst 3650 Stack Module,Accessory,,,,,,,,,,,,,,,,,,,140,,
C3850-24-L-S,3850-24 LAN Base to IP Base E- Delivery License,License,,,,,,,,,,,,,,,,,,,141,,
C3900-SPE150/K9,CISCO SERVICES PERFORMANCE ENGINE,License,,,,,,,,,,,,,,,,,,,142,,
C4KX-NM-8SFP+,Catalyst 4500X 8 Port 10G Network,Accessory,,,,,,,,,,,,,,,,,,,143,,
C6800-16P10G,CATALYST 6800 16 PORT 10GE WITH,card,,,,,,,,,,,,,,,,,,,144,,
C6800-32P10G,Catalyst 6800 32 port 10GE with integrated dual DFC4,card,,,,,,,,,,,,,,,,,,,145,,
C6800-8P10G,CATALYST 6800 8 PORT 10GE WITH,card,,,,,,,,,,,,,,,,,,,146,,
C6800-XL-3KW-AC,CATALYST 6807-XL 3000W POWER SUPPLY,card,,,,,,,,,,,,,,,,,,,147,,
C7200-I/O-2FE/E,Cisco 7200 Input/Output Controller,card,,,,,,,,,,,,,,,,,,,148,,
C819G-4G-A-K9,C819 4G LTE for ATT,router,Fixed,,PWR2-20W-AC,,,,4G- LTE-ANTM-D,,,,,,,,,RJ45,7.7 x 7.2  x 1.67,2.3,149,,
C819HG-4G-A-K9,C819 Hardened 4G LTE M2M GW for ATT,router,Fixed,,PWR2-20W-AC,,,,4G- LTE-ANTM-D,,,,,,,,,RJ45,7.7 x 8.1 x 1.73,3.2,150,,
C819HG-LTE-MNA-K9,C819 Hardened 4G LTE M2M GW for Multi Carrier North America,router,Fixed,,PWR2-20W-AC,,,,4G- LTE-ANTM-D,,,,,,,,,RJ45,7.7 x 8.1 x 1.73,3.2,151,,
C819H-K9,Cisco 819 Secure Hardened Router with Serial,router,Fixed,,PWR2-20W-AC,,,,AIR-ANTM2050D-R,,,,,,,,,RJ45,7.7 x 8.1 x 1.73,3.2,152,,
C819HWD-A-K9,C819 M2M Hardened with Dual Radio,router,Fixed,,PWR2-20W-AC,,,,AIR-ANTM2050D-R,,,,,,,,,RJ45,7.7 x 9.0 x 1.73,3.4,153,,
C8200-1N-4T,Cisco Catalyst C8200-1N-4T Router.,Switch,Fixed,C8200-RM-19-1R,PWR-CC1-150WAC,,,,,,,,,,C8200-PIM-BLANK,,,RJ45,17.25 x 11.8 x 1.73,10,154,,
C8200L-1N-4T,Cisco Catalyst 8200L with 1-NIM slot and 4x1G WAN ports,Switch,Fixed,C8200-RM-19-1R,PWR-CC1-150WAC,,,,,,,,,,C8200-PIM-BLANK,C-M2-BLANK,,RJ45,17.25 x 11.8 x 1.73,10,155,,
C881G-4G-GA-K9,Secure FE Router (non-US) 4G LTE / HSPA+ w/ SMS/GPS,Router,Fixed,,PWR-60W-AC,,,,4G-LTE-ANTM-D,,,,,,,,,RJ45,12.8 x 10.4 x 1.75,5.6,156,,
C881-V-K9,"Cisco881, FE WAN, 4 FXS, 2BRI ,1FXO",router,Fixed,,PWR-60W-AC,,,,,,,,,,,,,RJ45,12.8 x 9.8 x 1.75,5.5,157,,
C881W-A-K9,CISCO 881 ETH SEC ROUTER WITH 802.T,router,Fixed,,AIR-PWR-B,,,,,,,,,,,,,RJ45,13.5 x 9.5 x 1.9,6.6,158,,
C881W-E-K9,Cisco 881 Eth Sec Router with,router,Fixed,,AIR-PWR-B,,,,,,,,,,,,,RJ45,13.5 x 9.5 x 1.9,6.6,159,,
C891-24X/K9,CISCO 891 WITH 2GE/2SFP,router,Fixed,ACS-2901-RM-19,,,,,,,,,,,,,,RJ45,17.25 x 12 x 1.75,5.5,160,,
C891FW-A-K9,CISCO 890 SERIES INTEGRATED,router,Fixed,ACS-890-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.71 x 9.78 x 1.75,5.5,161,,
C897VA-K9,CISCO 897 VDSL2/ADSL2+ OVER POTS,router,Fixed,ACS-890-RM-19,PWR-66W-AC-V2,,,,,,,,,,,,,RJ45,12.71 x 9.78 x 1.75,5.5,162,,
C9115AXI-A,Cisco Catalyst 9115AX Series.,Access Point,Fixed,"AIR-AP-BRACKET-1, AIR-AP-T-RAIL-R",,,,,,,,,,,,,,RJ45,8.0 x 8.0 x 1.5,1.98,163,,
C9120AXI-B,Cisco Catalyst 9120AXI - wireless access point,Access Point,Fixed,"AIR-AP-BRACKET-1, AIR-AP-T-RAIL-R",,,,,,,,,,,,,,RJ45,8.5 x 8.5 x 1.7,2.87,164,,
C9200-24P-E,"Catalyst 9200 24-port PoE+, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C6-600WAC,PWR-C6-715WDC,FAN-T2,,,,,,,,C9200-NM-BLANK,,,"RJ45 , USB Mini B",17.5 x 13.8 x 1.73,12.12,165,AC OR DC option,
C9200-48P-E,"Catalyst 9200 48-port PoE+, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C6-1KWAC,PWR-C6-715WDC,FAN-T2,,,,,,,,C9200-NM-BLANK,,,"RJ45 , USB Mini B",17.5 x 13.8 x 1.73,12.12,166,AC OR DC option,
C9200L-24P-4G-A,"Catalyst 9200L 24-port PoE+, 4 x 1G, Network Advantage",Switch,Modular,ACC-KIT-T1,PWR-C5-600WAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.38,167,AC OR DC option,
C9200L-24P-4G-E,"Catalyst 9200L 24-port PoE+, 4 x 1G, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C5-600WAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.38,168,AC OR DC option,
C9200L-24P-4X-E,"Catalyst 9200L 24-port PoE+, 4 x 10G, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C5-600WAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.38,169,AC OR DC option,
C9200L-24T-4G-E,"Catalyst 9200L 24-port data, 4 x 1G, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C5-125WAC,PWR-C5-125WAC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,9.59,170,,
C9200L-24T-4X-A,"Catalyst 9200L 24-port data only, 4 x 10G ,Network Advantage",Switch,Modular,ACC-KIT-T1,PWR-C5-125WAC,PWR-C5-125WAC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,9.59,171,,
C9200L-24T-4X-E,Cisco Catalyst 9200L - Network Essentials - switch L3 - 24 x,Switch,Modular,ACC-KIT-T1,PWR-C5-125WAC,PWR-C5-125WAC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,9.59,172,,
C9200L-48P-4G-A,"Catalyst 9200L 48-port PoE+, 4 x 1G, Network Advantage",Switch,Modular,ACC-KIT-T1,PWR-C5-1KWAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.58,173,AC OR DC option,
C9200L-48P-4G-E,"Catalyst 9200L 48-port PoE+, 4 x 1G, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C5-1KWAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.58,174,AC OR DC option,
C9200L-48P-4X-A,"Catalyst 9200L 48-port PoE+, 4 x 10G, Network Advantage",Switch,Modular,ACC-KIT-T1,PWR-C5-1KWAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.58,175,AC OR DC option,
C9200L-48P-4X-E,"Catalyst 9200L 48-port PoE+, 4 x 10G, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C5-1KWAC,PWR-C5-715WDC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,10.58,176,AC OR DC option,
C9200L-48T-4X-E,"Catalyst 9200L 48-port Data 4x10G uplink Switch, Network Ess",Switch,Modular,ACC-KIT-T1,PWR-C5-125WAC,PWR-C5-125WAC,,,,,,,,,,,,"RJ45 , USB Mini B",17.5 x 11.3 x 1.73,9.97,177,,
C9200L-STACK-KIT,C9200L Stack Kit,Accessory,,,,,,,,,,,,,,,,,,,178,,
C921-4P,Cisco 900 Series Integrated Services Routers,Router,Fixed,ACS-900-RM-19,,,,,,,,,,,,,,RJ45,9.0 x 9.5 X 1.70,2.65,179,,
C9300-24P-A,Catalyst 9300 24-port PoE+,Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.33,180,AC OR DC option,
C9300-24P-E,"Catalyst 9300 24-port PoE+, Network Essentials",Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.33,181,AC OR DC option,
C9300-24P-EDU,"Catalyst 9300 24-port PoE+, K12 REMANUFACTURED",Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.33,182,AC OR DC option,
C9300-24S-A,"Catalyst 9300 24 GE SFP Ports, modular uplink Switch",Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-150CM,,,,,,,,RJ45,17.5 x 17.7 x 1.73,16.84,183,AC OR DC option,
C9300-24T-A,"Catalyst 9300 24-port data only, Network Advantage",Switch,Modular,ACC-KIT-T1,PWR-C1-350WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.03,184,AC OR DC option,
C9300-24T-E,Catalyst 9300 24-port data only. Network Essentials,Switch,Modular,ACC-KIT-T1,PWR-C1-350WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.03,185,AC OR DC option,
C9300-24UX-E,C9300-24UX-E Catalyst 9300 24-port mGig and UPOE,Switch,Modular,ACC-KIT-T1,PWR-C1-1100WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 17.1 x 1.73,18.18,186,AC OR DC option,
C9300-48P-A,Catalyst 9300 48-port PoE+. Network Advantage,Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.73,187,AC OR DC option,
C9300-48P-E,Cisco Catalyst 9300 - Network Essentials - switch - 48 ports,Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.73,188,AC OR DC option,
C9300-48S-A,"Catalyst 9300 48 GE SFP Ports, modular uplink Switch",Switch,Modular,ACC-KIT-T1,PWR-C1-715WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-150CM,,,,,,,,RJ45,17.5 X 17.7 x 1.73,17.32,189,AC OR DC option,
C9300-48T-A,Catalyst 9300 48-port data only. Network Advantage,Switch,Modular,ACC-KIT-T1,PWR-C1-350WAC-P,PWR-C1-715WDC,FAN-T2,,STACK-T1-50CM,CAB-SPWR-30CM,,,,,,,,RJ45,17.5 x 16.1 x 1.73,16.43,190,AC OR DC option,
